rumor_id,rumor_subject,rumor_title,rumor_text,tag_boi,tag_hou,tag_bre,tag_bry,tag_din,tag_kon,tag_hav,tag_tar,tag_ter,tag_dou
A011,rumor_ten,Bon Houblon Exotique,"Fondé par des immigrants originaires de Chult et Vilhon Reach, Bon Houblon est niché entre Redwaters et une forêt de conifères. Les habitations basses, ornées de gravures de dinosaures et de serpents, sont supplantés par le bâtiment à deux étages situé au centre du village, le hall du houblon. Les chevrons de son toit sont sculpté et peint pour ressembler à des wyverns. Comme le miel est l'ingrédient clé de l'hydromeln la ville bourdonne littérallement au vibration des abeilles.",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
A012,rumor_ten,Bois Solitaire et ses Fondateurs,"Fondée par une famille de Sembiane originaires d'Urmlaspyr. Bois Solitaire est un village tranquille de bûcherons, de pêcheurs et de graveurs sur os se débrouillant tant bien que mal pour vivre dans cet endroit à la limite du monde. Les plus vieux bâtiments du village et es docks portent des gravures de dragons, de lions ou de chèvres qui rendent hommage au signe de la famille, une chimère.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
A013,rumor_ten,Pêche à Bois Solitaire,"Environ la moitié des habitants valides de Bois Solitaire passe les eaux du lac au filet en quête de truites tête de pioche, pendant que la plupart des autres passent leurs journées dans la forêt, coupant et taillant les arbres utilisés pour la construction des bateaux et des maisons. Les troncs de Bois Solitaire sont transportés sur des chariots jusqu'aux autres villages afin d'y être vendues, Termalaine et Targos en particulier.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
A014,rumor_ten,Port de Targos,"Targos est entouré par une palissade en bois, qui aide à protéger le village contre les orcs et les autres menaces venues des terres sauvages. Le mur s'enfonce dans le lac, créant un port sûr pour les bateau du village. Mais désormais l'hiver sans fin d'Auril a gelé les eaux du port, et un grand nombre des bateaux de Targos sont pris par les glaces. Ce qui a rendu le travail difficile pour les pêcheurs mais ils continuent à s'aventurer sur le lac.",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
A015,rumor_ten,Beauté de Termalaine,"Termalaine a été fondée par des colons calishites qui appréciaient la beauté. Elle est largement considérée comme la ville la plus pittoresque d'Icewind Dale, s'étendant depuis la rive de Maer Dualdon et bordée au nord et à l'ouest par de grands pins. Ses bâtiments incorporent des sculptures de sorciers, d'homoncules, de tigres et de djinns souriants.",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
A016,rumor_ten,Termalaine et le Vent Froid,"Pour la plupart des visiteurs, l'enchantement de la ville se dissipe dès qu'ils ressentent les griffes glacées et les dents du vent froid qui balaient depuis le nord, traversant leurs couches de vêtements. Termalaine a été construite sur le passage de cette bise redoutable, qui se poursuit bien au-delà de la ville pour harceler les pêcheurs de la moitié sud du lac.",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
B001,rumor_kel,Chats Arctiques,"Dans ces contrées reculées du Cairn de Kelvin, les rumeurs se répandent comme les vents glacés. On raconte qu'au sommet des flancs abrupts de la montagne, des créatures majestueuses ont été aperçues, ressemblant à des tigres de montagne d'un blanc éclatant. Les habitants les appellent les Chats Arctiques, et leur présence suscite à la fois fascination et appréhension parmi les voyageurs courageux qui s'aventurent sur les routes nordiques.
Ces créatures sont parfois surnommées les Mangeurs de Mages ; ils ont de longues dents plus tranchante que le sabre d'un Calishite. On raconte que leur cri ressemble au cri de terreur d'un homme, rare sont ceux qui ont survécu à leur rencontre, même si certains disent que leurs crocs sont capables de perturber le champ magique.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
B002,rumor_kel,Zombies Nains,"Des rumeurs troublantes se propagent depuis la vallée des nains, située aux pieds du Cairn de Kelvin. On dit que des nains zombies ont été vus quittant la vallée, tandis que tout contact avec les nains locaux a été rompu. Les livraisons de fer ont cessé et une expédition pour enquêter n'est jamais revenue. Une sombre menace semble planer sur ces terres, rendant les alentours du Cairn de Kelvin encore plus dangereux et mystérieux.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
B003,rumor_ten,Pêche dans les Lacs,"LACS : La plus grande population de truites à grosse tête se trouve dans le Maer Dualdon, le plus profond des lacs. Redwaters, le lac le moins profond, gèle presque complètement en hiver, ce qui rend la pêche difficile. Lac Dinneshere subit les pires vents venant du Glacier de Reghed à l'est et a donc des eaux agitées. De petites sources thermales au fond de ces lacs les empêchent de geler complètement, même pendant les hivers les plus froids.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
B004,rumor_ten,Bateaux de Pêche,"PÊCHE : Les bateaux de pêche des Dix-Villages sont des embarcations simples. Les plus petits sont des chaloupes à rames et des embarcations à un mât qui nécessitent une manipulation prudente pour éviter le chavirement. Les plus grands, des navires à deux mâts et des voiliers à une coque, résistent mieux au vent et aux vagues. Ces navires arborent les drapeaux de leurs villes et fournissent du poisson à toute la communauté, et non à chaque pêcheur individuel.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
B005,rumor_ten,Combustible à Valbise,"COMBUSTIBLE : Les habitants de Bon Houblon, Bois Solitaire et Termalaine brûlent du bois provenant de l'Échine du Monde ou des profondeurs de la forêt de Bois Solitaire pour chauffer leurs maisons. Dans les autres villes, l'huile de baleine est utilisée dans les lampes et les petits poêles autour desquels les habitants se rassemblent pour se réchauffer. La chasse à la baleine est donc une activité lucrative (mais intrinsèquement dangereuse).
PIERRE : provient des collines et des vallées entourant le Cairn de Kelvin.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
B006,rumor_bry,Racket à Bryn Shander,"Des rumeurs circulent à Bryn Shander concernant des racketteurs qui s'en prennent aux marchands de la ville. On prétend que ces individus, aux accents de Luskan et aux têtes de pirates, exigent de l'argent des commerçants en échange d'une prétendue ""protection"". Les marchands sont contraints de payer sous peine de subir des représailles violentes. L'atmosphère de méfiance grandit alors que ces rumeurs se propagent, suscitant des inquiétudes quant à la sécurité des activités commerciales dans la ville.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
B007,rumor_ten,Conseil des Porte-Parole,"CONSEIL DES PORTE-PAROLE : Chaque village est une communauté indépendante qui élit un chef, ou porte-parole, pour représenter ses intérêts lors des réunions du Conseil des Porte-parole, qui sont peu fréquentes et se déroulent au Conseil de Bryn Shander. Ces réunions sont organisées pour discuter de questions d'intérêt commun et régler les différends entre les villages.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
B008,rumor_aur,Église d'Auril,"Des rumeurs circulent dans les dix-villages au sujet de la paroisse d'Auril et d'un homme nommé Davrick Fain, un marchand ambulant originaire de Bremen. Il prêche apparemment la parole de la Vierge de Glace, et la supériorité des humains sur les autres races. Il attire de plus en plus de fidèles à ses idées extrêmes. La présence croissante de l'église des enfants d'Auril suscite une polarisation des habitants des dix-villages.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
B009,rumor_ten,Créature Enneigée,"Des rumeurs persistantes circulent dans les Dix-Villages à propos d'une étrange forme qui apparaît lors des blizzards les plus féroces. On dit que cette créature énigmatique est dotée de bois de cerfs, se dressant fièrement au cœur de la tempête de neige. Personne n'a encore réussi à s'approcher d'elle, mais certains affirment l'avoir aperçue lors des blizzards les plus violents. Sa présence énigmatique et imposante suscite fascination et émerveillement parmi les habitants, qui s'interrogent sur l'origine et les intentions de cette mystérieuse créature.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
B010,rumor_bry,Truite Animée,"Au Regard du Nord, une curieuse attraction intrigue les visiteurs : une truite tête-de-pioche empaillée, mais qui semble être animée par une magie mystérieuse. Les habitants s'amusent à faire s'approcher les voyageurs de cette truite pour qu'ils se fassent mordre les doigts.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
B011,rumor_bry,Lames de Fernoir,"On raconte qu'il existe un forgeron à Bryn Shander, surnommé les ""Lames de Fernoir"". Son travail est connu pour être d'une qualité médiocre, mais à des prix défiant toute concurrence. Certains disent qu'il est préférable de s'en remettre à une fourchette rouillée plutôt qu'à une épée de Fernoir. Si vous cherchez des équipements bon marché mais peu fiables, vous pourriez tenter votre chance chez lui.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
B012,rumor_leg,Tours d'Akar Kessel,"Il y a longtemps, le nécromancien Akar Kessel érigea des tours de cristal noir dans des lieux mystérieux. Ces tours témoignent de son pouvoir sombre et de sa soif de contrôle. Aujourd'hui, ils demeurent comme des vestiges silencieux, rappelant les dangers de la nécromancie. Les récits et les légendes entourant Akar Kessel perdurent, alimentant la curiosité des aventuriers intrépides.
A Caer-Dineval on raconte aux enfants qui n'écoutent pas leurs parents que le nécromancien va venir les emporter.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
B014,rumor_din,Ferry Interrompu,"Par le passé, les voyageurs voulant atteindre Caer-Dineval devaient suivre les berges rocailleuses du Lac Dinneshere jusqu'à apercevoir une petite forteresse (le ""Caer"", dont le nom fut utilisé pour nommer la ville) dressée sur un surplomb dominant le lac. Un service de ferry de Havre-Est rendait l'ardue randonnée superflue pour les marchands et autres voyageurs, mais le ferry a été mis à quai il y a de ça deux mois, isolant Caer-Dineval et Caer-Konig du reste des dix-villages, si ce n'est par la route terrestre. Les habitants du village sont furieux que le service du ferry ait été interrompu, principalement parce qu'ils n'ont pas pu recevoir de livraisons d'alcool en provenance du village de Bon Houblon, et les tavernes sont à sec.
Comme si les choses n'allaient pas assez mal, le port du village a gelé, et le porte-parole est allité et semble trop malade pour apparaître en public ou faire pression sur le Conseil des Porte-paroles pour obtenir la réouverture de la ligne du ferry.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
B016,rumor_bry,Conflit à Bryn Shander,"Les rues de Bryn Shander résonnent d'un mélange de peur et de colère, embrasées par les événements récents. Les habitants pointent du doigt Duvessa Shane, leur porte-parole, lui reprochant d'avoir pris une décision fatale. Lorsque des marchands ont été attaqués sur la route vers Havre-Est, Duvessa a dépêché une patrouille de garde pour les secourir, sans se rendre compte des conséquences désastreuses que cela aurait. Certains des gardes sont tombés au combat, affaiblissant ainsi les défenses déjà fragiles du village. Une onde de frustration se propage, alimentant le sentiment que Duvessa est trop jeune et inexpérimentée pour exercer efficacement son rôle de porte-parole. Les murmures se font de plus en plus audibles, suggérant qu'il est peut-être temps de trouver quelqu'un de plus compétent pour guider la communauté à travers ces temps troublés.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
B017,rumor_nai,Conflit des Nains,"
Les derniers échos venus de la vallée des nains portent avec eux les murmures d'un conflit grandissant. Deux factions de nains se sont opposées farouchement, l'une prêtant allégeance au Dain actuel, Stokely Flodargent, tandis que l'autre se rallie derrière un nain nommé Baerick Marteau-de-pierre. Bien que les affrontements armés ne se soient pas encore généralisés, la tension est palpable et il est à craindre que la vallée ne soit sur le point d'être divisée en deux camps rivaux. Les conséquences de cette fracture potentielle pourraient être profondes, car les nains se voient confrontés à un choix déchirant entre leurs allégeances et leur loyauté envers leur peuple. La vallée des nains, autrefois unie, semble désormais se diriger inexorablement vers une période d'instabilité et de division.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
B018,rumor_val,Alliance Inquiétante,"Les rumeurs étranges se répandent comme une traînée de poudre dans la région : des témoins affirment avoir aperçu des groupes de créatures sauvages, telles que des gobelins, des loups et des yétis, se diriger vers l'est. Ce qui suscite l'inquiétude, c'est que ces créatures, qui normalement s'affrontent, semblent voyager ensemble cette fois-ci. Une alliance aussi improbable ne présage rien de bon, et l'ombre d'une menace imminente plane sur les terres environnantes.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
B019,rumor_dou,Déformations à Cause de la Consanguinité,"Ils ne sont pas friands des visiteurs, et la consanguinité a entraîné une diminution de la population ces dernières années. Cela a également donné lieu à des déformations physiques souvent observées, notamment des oreilles petites et difformes et des dents légèrement pointues.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
B020,rumor_hav,Vol à Havre-Est,"Havre-Est rend hommage à ses fondateurs aux valeurs plus que louches en déclarant le vol à la tire légal dans les limites de la ville, ce qui explique les panneaux ""Gardez la main sur votre bourse !"" affichés dans différents établissements locaux.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
B021,rumor_hav,Fantôme au Lac,On raconte qu'un fantôme flotte parfois au dessus du lac les nuits sans lune. Il aurait l'apparence d'une femme habillée d'une longue robe blanche dont les pleurs font frémir même les plus braves pêcheurs de Havre-Est.,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
B022,rumor_hou,Hydromel de Bon Houblon,"Chaque taverne de Valbise est habituée à recevoir des livraisons régulières de Bon Houblon, et la ville ne peut pas produire ou livrer sa bière assez rapidement.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
B023,rumor_hou,Recette Volée,"Une recette légendaire a été developpée à Bon Houblon mais a été volé par un Verbeeg, un hydromel crée par Bruenor qui était si fort qu'il était capable de purifier les morts-vivants de Kessel. ",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
B024,rumor_boi,Bois Solitaire et les Criminels,"Depuis aussi longtemps que Dix-Villages existe, Bois Solitaire a attiré les personnes les plus louches de la région, des voleurs impénitents aux tueurs sans cœur. La dense forêt qui entoure le village dissimule les transactions sombres et sordides qui s'y déroulent parfois.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
B025,rumor_boi,Bois Solitaire et les Criminels,"Un visiteur peut se faire de nombreux amis ici, mais il serait avisé de ne pas remuer les sombres méfaits du passé de quiconque dans cette petite ville.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
B026,rumor_leg,Géant des Glaces Endormi,"Les légendes racontent qu'un immense géant des glaces, une créature capable de défier Auril est endormi dans les profondeurs du glacier. D'autres pensent que la créature est morte et qu'Auril s'est emparée de ses pouvoirs.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
B027,rumor_ten,Mage à Termalaine,"Les rumeurs agitent les tavernes de Termalaine, murmurant l'arrivée d'un mage énigmatique nommé Vaelish Gant. On dit qu'il aurait fait irruption dans le village, avide de s'approprier les droits d'extraction des précieuses mines qui parsèment la région. Mais ce n'est pas tout. Les langues se délient, rapportant que ce même mage aurait également entrepris de négocier les droits sur les bois de Bois Solitaire, cherchant à étendre son emprise sur les ressources naturelles environnantes. Les habitants s'inquiètent de ces visées ambitieuses, se demandant quelles sont les véritables intentions de cet individu aux desseins mystérieux. La rumeur va même plus loin en affirmant qu'il aurait été repéré à Targos, tentant de persuader le porte-parole local de céder les bateaux du port. Les villageois se demandent avec anxiété jusqu'où ira l'appétit insatiable de ce mage en quête de pouvoir et de richesse, redoutant les conséquences potentielles de ses manigances dans leur paisible région.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
B028,rumor_reg,Tribus Sauvages,"Les peuples sauvages, comme en témoignent leurs noms tribaux - l'Élan, le Tigre, le Loup, l'Ours. Ce sont des tribus fières et puissantes, attachées à des traditions anciennes qui les ont maintenues en vie. Chaque tribu Reghed est composée de petits clans, chacun avec son propre chef (le plus puissant d'entre eux portant le titre de roi ou de reine).",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
B029,rumor_reg,Mode de Vie des Tribus,"Ils portent de lourdes fourrures ainsi que des gants, des bottes et des masques en peau d'animal.
Il y avait autrefois plus de quatre tribus Reghed, mais les autres se sont toutes dissoutes au cours du siècle dernier.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
B030,rumor_reg,Camps des Tribus,"La tribu partage un même seul et même esprit, toujours en mouvement. Quand la tribu se déplace, son esprit aussi.
Pour que la tribu survive elle doit travailler ensemble, aucun membre ne doit être laissé derrière. Ensemble, la tribu est puissante, isolée elle meurt.
Les terres sauvages ne respectent que la force. Le fort s'épanouit, le faible périt.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
B031,rumor_reg,Vie des tribus,"SURVIE : Les tribus Reghed comptent sur un mode de vie nomade, car elles suivent les troupeaux de rennes le long de l'itinéraire de la migration annuelle des animaux. Elles vivent dans de grandes tentes rondes en peau de cerf, soutenues par des piquets en bois.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
B032,rumor_reg,Vie des tribus,"Les camps des tribus Reghed sont dispersés dans tout Valbise. Aucun d'entre eux n'apparaît sur les cartes car ils ne restent pas longtemps au même endroit. Un clan peut installer son camp pendant dix jours ou deux, puis le démanteler et repartir en mouvement.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
B033,rumor_reg,Roi de la tribu de l'Ours,"Roi Gunvald Halraggson - Homme de 30 ans.
Il est renommé pour sa taille et sa force. Il essaie d'être honorable, mais il est souvent impitoyable et ne change pas facilement d'avis. Il a du mal à se lier avec les habitants des Dix-Villages, il les évite donc.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
B034,rumor_reg,Gunvald Halraggson,"Gunvald a eu trois épouses en six ans, chacune d'entre elles est décédée pendant sa grossesse. Ses conseillers craignent que les dieux n'aient maudit Gunvald et toute la tribu.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
B035,rumor_reg,Roi de la tribu de l'Élan,"Roi Jarund Elkhardt - Homme de 50 ans.
Homme immense et concis - ancien selon les normes tribales. Il dirige la Tribu de l'Élan depuis plus de la moitié de sa vie, et l'âge l'a rendu prudent. Il a vu d'autres rois et reines s'élever et tomber, a fait la guerre avec des amis et la paix avec ses ennemis, et a conduit des guerriers qu'il a connus bébés à la mort au combat. La tension de ses longues années de règne est gravée sur son visage buriné par les intempéries.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
B036,rumor_reg,Jarund Elkhart,"Le fils défunt de Jarund, Jarund Deux-Fois-Né, a été tué il y a près d'une décennie en tentant d'abattre un ours des cavernes, laissant Jarund sans héritier. Il n'a pas réussi à avoir un autre enfant avec sa femme Wynneth ni avec sa maîtresse Froya, donc l'avenir de sa lignée royale reste incertain.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
B037,rumor_reg,Reine de la tribu du Tigre,"Reine Bjornhild Solvigsdottir.
Intrépide épouse du feu roi Korold, elle a combattu à ses côtés lors de nombreuses batailles. Après que le compagnon mammouth d'un géant du froid ait tué Korold, elle a pris sa place.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
B038,rumor_reg,Bjornhild Solvigsdottir,"Bjornhild vénère la Déesse du Gel et est si impitoyable que ses ennemis pensent qu'elle a véritablement de la glace qui coule dans ses veines. Elle n'a pas d'enfants vivants, du moins à sa connaissance.
Elle a l'intention de vivre éternellement en démontrant sa foi inébranlable en la Déesse du Gel et en devenant l'Élue d'Auril. Elle a un tigre à dents de sabre nommé Grava.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
B039,rumor_reg,La tribu du Tigre et Bois Solitaire,La tribu du Tigre ne s'attaque jamais à Bois Solitaire malgré la proximité de ses territoires de chasse favoris.,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
B040,rumor_reg,La tribu du Tigre et la tribu de l'Élan,"La Tribu du Tigre méprise la Tribu de l'Élan plus puissante et s'attaque aux tribus du Loup et de l'Ours plus faibles. Parmi toutes les tribus Reghed, la Tribu du Tigre est la plus à l'aise pour profiter de la faiblesse de ses rivaux ainsi que des Dix-Villages.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
B041,rumor_reg,Chef de Tribu Isarr Kronenstrom,"Isarr Kronenstrom - Chef de tribu.
La Tribu du Loup est sans roi ni reine depuis des années. Isarr est une brute psychotique qui vénère Malar, le Seigneur des Bêtes. Il chasse les habitants des Dix-Villages pour le sport, se baigne dans leur sang et inspire la peur à ses ennemis. Plusieurs membres du clan d'Isarr l'ont abandonné ou ont été tués, mais les rares qui restent lui sont férocement loyaux. Ils croient, à tort, qu'il est l'Élu de Malar.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
B042,rumor_reg,La tribu du Loup,"La Tribu du Loup est la plus petite des quatre tribus Reghed, et ses membres ne pensent pas qu'elle survivra encore longtemps sous sa direction actuelle. Pour accroître ses rangs, les chefs tribaux ont recours à l'intégration d'étrangers, y compris des exclus des Dix-Villages, des membres dépossédés d'autres tribus Reghed, voire des gobelinoïdes.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
B043,rumor_val,Goliaths,"Aux sommets les plus élevés des montagnes, bien au-dessus des pentes où poussent les arbres, là où l'air est raréfié et les vents glaciaux hurlent, vivent les goliaths retirés du monde. Peu d'autres êtres peuvent prétendre avoir véritablement vu un goliath, et encore moins avoir noué une amitié avec l'un d'entre eux.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
